name,CV_RMSE,CV_RMSE_std,CV_R2,RPD,Train_RMSE,Overfit_ratio
detrend + NoSelection + RIDGE,29.90367660216818,12.709277979037848,0.6041423621302913,1.6561416472173913,20.659576439873593,0.690870782035399
detrend + NoSelection + RF,32.00892086224127,11.245211051113067,0.5668635236024029,1.5472163038208482,2.9926649402758136,0.09349471521253487
detrend + NoSelection + GBM,32.10195355446092,11.92509916850504,0.5668030039601277,1.54273241165066,0.6050352347198017,0.018847302663165352
detrend + NoSelection + PLS,32.363994837962906,15.38092707826707,0.542476583342789,1.530241383170614,22.393098662538055,0.6919139239347236
