name,CV_RMSE,CV_RMSE_std,CV_R2,RPD,Train_RMSE,Overfit_ratio
raw + NoSel + PLS,37.031706456081665,19.82507535970936,0.34143859213831645,1.3373600345559447,16.190402861138185,0.4372038021077816
