name,CV_RMSE,CV_RMSE_std,CV_R2,RPD,Train_RMSE,Overfit_ratio
RF-baseline (snv+sg1),20.191005751367374,11.345795665227742,0.8178092678706854,2.4528111593657025,1.9771265164545853,0.09792115067475975
LGBM-default (snv+sg1),20.235057746375468,10.711356447272825,0.8197600919119591,2.4474713562229353,0.34103771383165227,0.01685380482260988
LGBM-conservative (snv+sg1),20.846124962011334,10.759965962595642,0.8118438218562462,2.37572807013398,1.7789761044782355,0.08533845535897581
LGBM-regularized (snv+sg1),21.22941864748081,10.88292197474856,0.8067273931322205,2.3328346879460042,1.4041108680712324,0.06613986427922516
